,Player,Pos.,Team,Total Value,APY,Total Guaranteed,Avg. Guarantee/Year,% Guaranteed,Position,Position Rank
1280,Alex Armah,FB,Commanders,1105000,1105000,25000,25000,2.3,FB,16
1281,Austin Bryant,IDL,49ers,1105000,1105000,550000,550000,49.8,IDL,210
1282,Alex Erickson,WR,Commanders,1105000,1105000,25000,25000,2.3,WR,272
1283,Josiah Deguara,TE,Packers,4419685,1104921,867468,216867,19.6,TE,53
1284,Brandon Smith,LB,Panthers,4416552,1104138,756552,189138,17.1,LB,76
1285,Jack Jones,CB,Patriots,4406984,1101746,746984,186746,17.0,CB,103
1286,Zamir White,RB,Raiders,4403924,1100981,743924,185981,16.9,RB,52
1287,Joejuan Williams,CB,Vikings,1100000,1100000,25000,25000,2.3,CB,259
1288,Isaiah Spiller,RB,Chargers,4396952,1099238,736952,184238,16.8,RB,53
1289,Cade York,K,Browns,4389640,1097410,729640,182410,16.6,K,21
1290,Rick Lovato,LS,Eagles,3290000,1096667,0,0,0.0,LS,15
1291,Erik Ezukanma,WR,Dolphins,4384992,1096248,724992,181248,16.5,WR,115
1292,Neil Farrell Jr.,IDL,Raiders,4380304,1095076,720304,180076,16.4,IDL,95
1293,Hroniss Grasu,C,Raiders,1095000,1095000,15000,15000,1.4,IOL,70
1294,Lucas Niang,RT,Chiefs,4378414,1094604,847072,211768,19.3,OT,42
1295,Pierre Strong Jr.,RB,Patriots,4373428,1093357,713428,178357,16.3,RB,54
1296,Nick Bawden,FB,Jets,1092500,1092500,152500,152500,14.0,FB,17
1297,Charlie Kolar,TE,Ravens,4364880,1091220,704880,176220,16.1,TE,54
1298,Jake Ferguson,TE,Cowboys,4364880,1091220,704880,176220,16.1,TE,54
1299,Demone Harris,IDL,Texans,1090000,1090000,10000,10000,0.9,IDL,211
1300,Jordan Stout,P,Ravens,4357832,1089458,697832,174458,16.0,P,13
1301,Hassan Haskins,RB,Titans,4352208,1088052,692208,173052,15.9,RB,55
1302,Aidan O'Connell,QB,Raiders,4349380,1087345,509380,127345,11.7,QB,54
1303,Jacob Phillips,LB,Browns,4344310,1086078,832292,208073,19.2,LB,78
1304,Romeo Doubs,WR,Packers,4343916,1085979,683916,170979,15.7,WR,116
1305,Jake Camarda,P,Buccaneers,4340316,1085079,680316,170079,15.7,P,14
1306,Malik Harrison,LB,Ravens,4336935,1084234,832292,208073,19.2,LB,79
1307,Spencer Burford,RG,49ers,4332056,1083014,672056,168014,15.5,IOL,34
1308,Matt Peart,RT,Giants,4329560,1082390,832292,208073,19.2,OT,43
1309,Joshua Williams,CB,Chiefs,4326260,1081565,666260,166565,15.4,CB,104
1310,Ryan Connelly,LB,Saints,1080000,1080000,0,0,0.0,LB,210
1311,Kevon Seymour,CB,Ravens,1080000,1080000,0,0,0.0,CB,261
1312,Vernon Butler,IDL,Giants,1080000,1080000,0,0,0.0,IDL,215
1313,Korey Cunningham,LT,Giants,1080000,1080000,0,0,0.0,OT,90
1314,Jaydon Mickens,WR,Giants,1080000,1080000,0,0,0.0,WR,277
1315,Michael Dogbe,IDL,Jaguars,1080000,1080000,25000,25000,2.3,IDL,215
1316,Corey Levin,C,Titans,1080000,1080000,0,0,0.0,IOL,72
1317,Byron Cowart,IDL,Chiefs,1080000,1080000,0,0,0.0,IDL,215
1318,Eli Ankou,IDL,Bills,1080000,1080000,0,0,0.0,IDL,215
1319,Tommy Sweeney,TE,Giants,1080000,1080000,0,0,0.0,TE,126
1320,Pharaoh Brown,TE,Colts,1080000,1080000,0,0,0.0,TE,126
1321,Miles Boykin,WR,Steelers,1080000,1080000,0,0,0.0,WR,277
1322,Sheldon Day,IDL,Vikings,1080000,1080000,0,0,0.0,IDL,215
1323,Joey Hunt,C,Seahawks,1080000,1080000,0,0,0.0,IOL,72
1324,Adam Pankey,LG,Jets,1080000,1080000,0,0,0.0,IOL,75
1325,Trace McSorley,QB,Patriots,1080000,1080000,0,0,0.0,QB,97
1326,Kerry Hyder,EDGE,49ers,1080000,1080000,0,0,0.0,EDGE,206
1327,Jeff Driskel,QB,Cardinals,1080000,1080000,0,0,0.0,QB,97
1328,Jackson Barton,LT,Cardinals,1080000,1080000,0,0,0.0,OT,90
1329,Tanner Hudson,TE,Bengals,1080000,1080000,0,0,0.0,TE,126
1330,Andy Isabella,WR,Ravens,1080000,1080000,0,0,0.0,WR,277
1331,Anthony Miller,WR,Steelers,1080000,1080000,0,0,0.0,WR,277
1332,Adrian Colbert,S,Bears,1080000,1080000,0,0,0.0,S,184
1333,Ben Niemann,LB,Titans,1080000,1080000,0,0,0.0,LB,210
1334,Duke Dawson,S,Steelers,1080000,1080000,0,0,0.0,S,184
1335,Wes Martin,LG,Browns,1080000,1080000,0,0,0.0,IOL,75
1336,Greg Little,LT,Texans,1080000,1080000,0,0,0.0,OT,90
1337,Corey Clement,RB,Cardinals,1080000,1080000,0,0,0.0,RB,147
1338,Geron Christian,LT,Dolphins,1080000,1080000,352500,352500,32.6,OT,90
1339,Cody Ford,RG,Bengals,1080000,1080000,0,0,0.0,IOL,69
1340,River Cracraft,WR,Dolphins,1080000,1080000,0,0,0.0,WR,277
1341,Nate Gerry,LB,Commanders,1080000,1080000,0,0,0.0,LB,210
1342,Craig Reynolds,RB,Lions,1080000,1080000,0,0,0.0,RB,147
1343,Ty Summers,LB,Saints,1080000,1080000,0,0,0.0,LB,210
1344,Auden Tate,WR,Cardinals,1080000,1080000,0,0,0.0,WR,277
1345,Julie'n Davenport,LT,Cardinals,1080000,1080000,0,0,0.0,OT,90
1346,Isaiah Mack,IDL,Jets,1080000,1080000,0,0,0.0,IDL,215
1347,"Jermaine Carter, Jr.",LB,Texans,1080000,1080000,0,0,0.0,LB,210
1348,Nate Hairston,CB,Cardinals,1080000,1080000,0,0,0.0,CB,261
1349,Mason Schreck,TE,Texans,1080000,1080000,0,0,0.0,TE,126
1350,Darius Phillips,CB,Texans,1080000,1080000,0,0,0.0,CB,261
1351,Lil'Jordan Humphrey,WR,Broncos,1080000,1080000,0,0,0.0,WR,277
1352,John Ross,WR,Chiefs,1080000,1080000,0,0,0.0,WR,277
1353,Mike Thomas,WR,Ravens,1080000,1080000,0,0,0.0,WR,277
1354,Fred Johnson,RG,Eagles,1080000,1080000,0,0,0.0,IOL,69
1355,Austin Reiter,C,Chiefs,1080000,1080000,0,0,0.0,IOL,72
1356,Ugochukwu Amadi,CB,Saints,1080000,1080000,0,0,0.0,CB,261
1357,Qadree Ollison,RB,Jaguars,1080000,1080000,0,0,0.0,RB,147
1358,Tanzel Smart,IDL,Jets,1080000,1080000,0,0,0.0,IDL,215
1359,Deionte Thompson,S,Jaguars,1080000,1080000,0,0,0.0,S,184
1360,Justin Murray,RT,Raiders,1080000,1080000,0,0,0.0,OT,89
1361,David Sharpe,LT,Ravens,1080000,1080000,0,0,0.0,OT,90
1362,Malik Turner,WR,Colts,1080000,1080000,0,0,0.0,WR,277
1363,Cordell Volson,LG,Bengals,4316880,1079220,656880,164220,15.2,IOL,28
1364,Reid Ferguson,LS,Bills,4315000,1078750,500000,125000,11.6,LS,8
1365,Bailey Zappe,QB,Patriots,4307072,1076768,647072,161768,15.0,QB,55
1366,Alex Highsmith,EDGE,Steelers,4306810,1076703,832292,208073,19.3,EDGE,109
1367,Jay Tufele,IDL,Bengals,4305684,1076421,825684,206421,19.2,IDL,96
1368,Michael Carter,RB,Jets,4287360,1071840,807360,201840,18.8,RB,56
1369,Darren Hall,CB,Falcons,4284752,1071188,804752,201188,18.8,CB,105
1370,James Hudson,LT,Browns,4272416,1068104,792416,198104,18.5,OT,46
1371,Malik Jefferson,LB,Cowboys,2135000,1067500,0,0,0.0,LB,168
1372,Lester Cotton,LG,Dolphins,2135000,1067500,0,0,0.0,IOL,59
1373,Sheldrick Redwine,S,Cowboys,2135000,1067500,0,0,0.0,S,147
1374,Antonio Callaway,WR,Cowboys,2135000,1067500,0,0,0.0,WR,218
1375,Cameron Sample,EDGE,Bengals,4268148,1067037,788148,197037,18.5,EDGE,111
1376,Amon-Ra St. Brown,WR,Lions,4265260,1066315,785260,196315,18.4,WR,117
1377,Derrick Barnes,LB,Lions,4261208,1065302,781208,195302,18.3,LB,80
1378,Cam Gill,LB,Buccaneers,1065000,1065000,125000,125000,11.7,LB,213
1379,Drew Dalman,C,Falcons,4256724,1064181,776724,194181,18.2,IOL,33
1380,Jabril Cox,LB,Cowboys,4251248,1062812,771248,192812,18.1,LB,81
1381,Derek Rivers,EDGE,Texans,1060000,1060000,40000,40000,3.8,EDGE,207
1382,Elerson Smith,EDGE,Giants,4238288,1059572,758288,189572,17.9,EDGE,112
1383,Bobby Brown III,IDL,Rams,4236532,1059133,756532,189133,17.9,IDL,98
1384,Chris Rumph II,EDGE,Chargers,4233540,1058385,753540,188385,17.8,EDGE,113
1385,Kene Nwangwu,RB,Vikings,4232796,1058199,752796,188199,17.8,RB,57
1386,Jalyn Holmes,IDL,Bears,2115000,1057500,0,0,0.0,IDL,162
1387,Rhamondre Stevenson,RB,Patriots,4229060,1057265,749060,187265,17.7,RB,58
1388,Cameron Tom,C,Eagles,1055000,1055000,20000,20000,1.9,IOL,74
1389,Jordan Smith,EDGE,Jaguars,4219588,1054897,739588,184897,17.5,EDGE,114
1390,Zech McPhearson,CB,Eagles,4209656,1052414,729656,182414,17.3,CB,106
1391,Yasir Abdullah,LB,Jaguars,4205216,1051304,365216,91304,8.7,LB,82
1392,John Bates,TE,Commanders,4202416,1050604,722416,180604,17.2,TE,56
1393,K.J. Henry,EDGE,Commanders,4199260,1049815,359260,89815,8.6,EDGE,115
1394,Camryn Bynum,S,Vikings,4197812,1049453,717812,179453,17.1,S,74
1395,Darius Rush,CB,Colts,4197660,1049415,357660,89415,8.5,CB,107
1396,Chuba Hubbard,RB,Panthers,4193172,1048290,713172,178293,17.0,RB,59
1397,Clayton Tune,QB,Cardinals,4190624,1047656,350624,87656,8.4,QB,56
1398,Kylen Granson,TE,Colts,4186364,1046591,706364,176591,16.9,TE,57
1399,Dorian Thompson-Robinson,QB,Browns,4182268,1045567,342268,85567,8.2,QB,57
1400,Jaquelin Roy,IDL,Vikings,4179772,1044943,339772,84943,8.1,IDL,99
1401,Dan Moore Jr.,LT,Steelers,4177900,1044475,697900,174475,16.7,OT,47
1402,Jaelon Darden,WR,Browns,4177900,1044475,697900,174475,16.7,WR,119
1403,Cameron Mitchell,CB,Browns,4177228,1044307,337228,84307,8.1,CB,108
1404,Israel Abanikanda,RB,Jets,4176380,1044095,336380,84095,8.1,RB,60
1405,Atonio Mafi,RG,Patriots,4175540,1043885,335540,83885,8.0,IOL,35
1406,Robert Rochell,CB,Rams,4170924,1042731,690924,172731,16.6,CB,109
1407,Jammie Robinson,S,Panthers,4169532,1042383,329532,82383,7.9,S,75
1408,Jordan Howden,S,Saints,4166728,1041682,326728,81682,7.8,S,76
1409,Josh Whyle,TE,Titans,4165368,1041342,325368,81342,7.8,TE,58
1410,Tylan Wallace,WR,Ravens,4165356,1041339,685356,171339,16.5,WR,120
1411,Noah Sewell,LB,Bears,4164948,1041237,324948,81237,7.8,LB,83
1412,Zach Tom,RG,Packers,4164336,1041084,504336,126084,12.1,IOL,36
1413,Isaiah Likely,TE,Ravens,4164336,1041084,504336,126084,12.1,TE,59
1414,Calvin Austin III,WR,Steelers,4164336,1041084,504336,126084,12.1,WR,121
1415,Damarion Williams,CB,Ravens,4164336,1041084,504336,126084,12.1,CB,110
1416,Decobie Durant,CB,Rams,4164336,1041084,504336,126084,12.1,CB,110
1417,Chigoziem Okonkwo,TE,Titans,4164336,1041084,504336,126084,12.1,TE,59
1418,Sean Clifford,QB,Packers,4164180,1041045,324180,81045,7.8,QB,58
1419,Justin Shorter,WR,Bills,4163948,1040987,323948,80987,7.8,WR,122
1420,Mike Morris,EDGE,Seahawks,4162076,1040519,322076,80519,7.7,EDGE,116
1421,Colby Sorsdal,LT,Lions,4160084,1040021,320084,80021,7.7,OT,48
1422,Tyler Davis,TE,Packers,1040000,1040000,0,0,0.0,TE,129
1423,Rico Dowdle,RB,Cowboys,1040000,1040000,100000,100000,9.6,RB,149
1424,SirVocea Dennis,LB,Buccaneers,4157328,1039332,317328,79332,7.6,LB,84
1425,Tommy Togiai,IDL,Browns,4157144,1039286,677144,169286,16.3,IDL,100
1426,Olusegun Oluwatimi,C,Seahawks,4156460,1039115,316460,79115,7.6,IOL,34
1427,Ian Book,QB,Eagles,4153580,1038395,673580,168395,16.2,QB,59
1428,Darrell Luter Jr.,CB,49ers,4153512,1038378,313512,78378,7.5,CB,112
1429,Jordan McFadden,LG,Chargers,4152140,1038035,312140,78035,7.5,IOL,30
1430,Kyu Blu Kelly,CB,Ravens,4149144,1037286,309144,77286,7.5,CB,113
1431,Daniel Scott,S,Colts,4147836,1036959,307836,76959,7.4,S,77
1432,Dontayvion Wicks,WR,Packers,4142544,1035636,302544,75636,7.3,WR,123
1433,Antonio Johnson,S,Jaguars,4141832,1035458,301832,75458,7.3,S,78
1434,J.C. Hassenauer,C,Giants,1035000,1035000,200000,200000,19.3,IOL,75
1435,Krys Barnes,LB,Cardinals,1035000,1035000,25000,25000,2.4,LB,214
1436,Ross Pierschbacher,C,Lions,1035000,1035000,0,0,0.0,IOL,75
1437,Tyler Johnson,WR,Raiders,1035000,1035000,0,0,0.0,WR,283
1438,Rashad Weaver,EDGE,Titans,4139664,1034916,659664,164916,15.9,EDGE,117
1439,Nick Hampton,EDGE,Rams,4139108,1034777,299108,74777,7.2,EDGE,118
1440,Will Mallory,TE,Colts,4130592,1032648,290592,72648,7.0,TE,61
1441,Marco Wilson,CB,Cardinals,4130376,1032594,650376,162594,15.7,CB,114
1442,Tyre Phillips,LG,Giants,4127292,1031823,832292,208073,20.2,IOL,31
1443,Chase Brown,RB,Bengals,4126156,1031539,286156,71539,6.9,RB,61
1444,Tre Brown,CB,Seahawks,4120664,1030166,640664,160166,15.5,CB,115
1445,Jaren Hall,QB,Vikings,4119272,1029818,279272,69818,6.8,QB,60
1446,Terell Smith,CB,Bears,4115884,1028971,275884,68971,6.7,CB,116
1447,Akeem Davis-Gaither,LB,Bengals,4112508,1028127,817508,204377,19.9,LB,85
1448,B.J. Thompson,EDGE,Chiefs,4111648,1027912,271648,67912,6.6,EDGE,119
1449,Roderick Johnson,LT,Eagles,1025400,1025400,15400,15400,1.5,OT,94
1450,Saahdiq Charles,LT,Commanders,4094368,1023592,799368,199842,19.5,OT,49
1451,Will Grier,QB,Cowboys,2045000,1022500,0,0,0.0,QB,84
1452,Ulysees Gilbert III,LB,Buccaneers,2045000,1022500,0,0,0.0,LB,169
1453,Darnay Holmes,CB,Giants,4086888,1021722,791888,197972,19.4,CB,117
1454,Christopher Smith,S,Raiders,4084980,1021245,244980,61245,6.0,S,79
1455,Payne Durham,TE,Buccaneers,4084980,1021245,244980,61245,6.0,TE,62
1456,Eric Gray,RB,Giants,4084980,1021245,244980,61245,6.0,RB,62
1457,Robert Beal Jr.,EDGE,49ers,4084980,1021245,244980,61245,6.0,EDGE,120
1458,Warren McClendon,LT,Rams,4084980,1021245,244980,61245,6.0,OT,50
1459,Davis Allen,TE,Rams,4084980,1021245,244980,61245,6.0,TE,62
1460,Evan Hull,RB,Colts,4084980,1021245,244980,61245,6.0,RB,62
1461,Asim Richards,LT,Cowboys,4084980,1021245,244980,61245,6.0,OT,50
1462,Puka Nacua,WR,Rams,4084980,1021245,244980,61245,6.0,WR,124
1463,Henry To'oto'o,LB,Texans,4084980,1021245,244980,61245,6.0,LB,86
1464,Owen Pappoe,LB,Cardinals,4084980,1021245,244980,61245,6.0,LB,86
1465,Dezmon Patmon,WR,Bills,1020000,1020000,10000,10000,1.0,WR,284
1466,Joshua Kelley,RB,Chargers,4075344,1018836,780344,195086,19.1,RB,64
1467,Leki Fotu,IDL,Cardinals,4068472,1017118,773472,193368,19.0,IDL,101
1468,Harrison Bryant,TE,Browns,4064032,1016008,769032,192258,18.9,TE,64
1469,Ben Bartch,LG,Jaguars,4058612,1014653,763612,190903,18.8,IOL,32
1470,Eric Scott,CB,Cowboys,4058308,1014577,218308,54577,5.4,CB,118
1471,Karl Brooks,IDL,Packers,4052028,1013007,212028,53007,5.2,IDL,102
1472,Kendal Vickers,IDL,Bills,1012500,1012500,2500,2500,0.2,IDL,219
1473,Kei'Trel Clark,CB,Cardinals,4048600,1012150,208600,52150,5.2,CB,119
1474,Brandin Bryant,IDL,Bills,1012000,1012000,2000,2000,0.2,IDL,220
1475,D.J. Wonnum,EDGE,Vikings,4045780,1011445,750780,187695,18.6,EDGE,121
1476,Josh Hayes,S,Buccaneers,4044376,1011094,204376,51094,5.1,S,80
1477,Albert Okwuegbunam,TE,Broncos,4044044,1011011,749044,187261,18.5,TE,65
1478,Mykal Walker,LB,Falcons,4041084,1010271,746084,186521,18.5,LB,88
1479,Ben Ellefson,TE,Vikings,1010000,1010000,0,0,0.0,TE,131
1480,Ross Blacklock,IDL,Vikings,1010000,1010000,0,0,0.0,IDL,223
1481,Dee Delaney,CB,Buccaneers,1010000,1010000,0,0,0.0,CB,268
1482,Kevin Toliver II,CB,Colts,1010000,1010000,0,0,0.0,CB,268
1483,Keith Kirkwood,WR,Saints,1010000,1010000,0,0,0.0,WR,290
1484,Curtis Bolton,LB,Raiders,1010000,1010000,0,0,0.0,LB,216
1485,Greg Ward,WR,Eagles,1010000,1010000,0,0,0.0,WR,290
1486,John Simpson,LG,Ravens,1010000,1010000,0,0,0.0,IOL,77
1487,Elijah Campbell,CB,Dolphins,1010000,1010000,0,0,0.0,CB,268
1488,Calvin Munson,LB,Patriots,1010000,1010000,0,0,0.0,LB,216
1489,Andrew Brown,IDL,Bears,1010000,1010000,0,0,0.0,IDL,223
1490,Craig James,CB,Jets,1010000,1010000,0,0,0.0,CB,268
1491,Javelin Guidry,CB,Falcons,1010000,1010000,0,0,0.0,CB,268
1492,Daurice Fountain,WR,Bears,1010000,1010000,0,0,0.0,WR,290
1493,John Reid,CB,Vikings,1010000,1010000,0,0,0.0,CB,268
1494,Malcolm Roach,IDL,Saints,1010000,1010000,0,0,0.0,IDL,223
1495,Vyncint Smith,WR,Colts,1010000,1010000,0,0,0.0,WR,290
1496,Greg Dortch,WR,Cardinals,1010000,1010000,0,0,0.0,WR,290
1497,Herb Miller,CB,Panthers,1010000,1010000,0,0,0.0,CB,268
1498,Chris Streveler,QB,Jets,1010000,1010000,0,0,0.0,QB,99
1499,Bryan Edwards,WR,Saints,1010000,1010000,0,0,0.0,WR,290
1500,Javon Wims,WR,Cardinals,1010000,1010000,0,0,0.0,WR,290
1501,Jimmy Moreland,CB,Jets,1010000,1010000,0,0,0.0,CB,268
1502,Juju Hughes,S,Cardinals,1010000,1010000,0,0,0.0,S,186
1503,Michael Dunn,LG,Browns,1010000,1010000,0,0,0.0,IOL,77
1504,Tyrie Cleveland,WR,Eagles,1010000,1010000,0,0,0.0,WR,290
1505,Henry Mondeaux,IDL,Jaguars,1010000,1010000,25000,25000,2.5,IDL,223
1506,Khalid Kareem,EDGE,Colts,1010000,1010000,0,0,0.0,EDGE,208
1507,Chris Myarick,TE,Giants,1010000,1010000,0,0,0.0,TE,131
1508,Myles Hartsfield,CB,49ers,1010000,1010000,0,0,0.0,CB,268
1509,Kristian Welch,LB,Ravens,1010000,1010000,0,0,0.0,LB,216
1510,Tyron Johnson,WR,49ers,1010000,1010000,0,0,0.0,WR,290
1511,Isaiah Prince,RT,Broncos,1010000,1010000,0,0,0.0,OT,90
1512,John Kelly,RB,Browns,1010000,1010000,0,0,0.0,RB,150
1513,Emeke Egbule,EDGE,Steelers,1010000,1010000,0,0,0.0,EDGE,208
1514,Storm Norton,RT,Saints,1010000,1010000,0,0,0.0,OT,90
1515,Essang Bassey,CB,Broncos,1010000,1010000,0,0,0.0,CB,268
1516,Diontae Spencer,WR,Jets,1010000,1010000,0,0,0.0,WR,290
1517,Kendall Blanton,TE,Chiefs,1010000,1010000,0,0,0.0,TE,131
1518,Nsimba Webster,WR,Bears,1010000,1010000,0,0,0.0,WR,290
1519,Patrick Laird,RB,Buccaneers,1010000,1010000,0,0,0.0,RB,150
1520,Terrell Burgess,S,Giants,1010000,1010000,0,0,0.0,S,186
1521,Joe Gaziano,IDL,Falcons,1010000,1010000,0,0,0.0,IDL,223
1522,Tanner Muse,LB,Steelers,1010000,1010000,0,0,0.0,LB,216
1523,Tre'Vius Hodges-Tomlinson,CB,Rams,4039852,1009963,199852,49963,4.9,CB,120
1524,Logan Stenberg,LG,Lions,4036644,1009161,741644,185411,18.4,IOL,33
1525,J.L. Skinner,S,Broncos,4036224,1009056,196224,49056,4.9,S,81
1526,Zaire Barnes,LB,Jets,4033568,1008392,193568,48392,4.8,LB,89
1527,Parker Washington,WR,Jaguars,4032264,1008066,192264,48066,4.8,WR,125
1528,Jaelyn Duncan,RT,Titans,4029808,1007452,189808,47452,4.7,OT,44
1529,Kayshon Boutte,WR,Patriots,4027274,1006819,187274,46819,4.7,WR,126
1530,Tanner McKee,QB,Eagles,4026520,1006630,186520,46630,4.6,QB,61
1531,Ochaun Mathis,EDGE,Rams,4022468,1005617,182468,45617,4.5,EDGE,122
1532,Sam Howell,QB,Commanders,4021600,1005400,361600,90400,9.0,QB,62
1533,Luke Wypler,C,Browns,4019972,1004993,179972,44993,4.5,IOL,35
1534,Trey Palmer,WR,Buccaneers,4019296,1004824,179296,44824,4.5,WR,127
1535,Bryce Baringer,P,Patriots,4018456,1004614,178456,44614,4.4,P,15
1536,Darian Kinnard,RT,Chiefs,4018404,1004601,358404,89601,8.9,OT,45
1537,Chris Rodriguez Jr.,RB,Commanders,4017692,1004423,177692,44423,4.4,RB,65
1538,Keondre Coburn,IDL,Chiefs,4016616,1004154,176616,44154,4.4,IDL,103
1539,A.T. Perry,WR,Saints,4016364,1004091,176364,44091,4.4,WR,128
1540,Jose Ramirez,EDGE,Buccaneers,4016008,1004002,176008,44002,4.4,EDGE,123
1541,Elijah Higgins,WR,Dolphins,4015880,1003970,175880,43970,4.4,WR,129
1542,Micah McFadden,LB,Giants,4015704,1003926,355704,88926,8.9,LB,90
1543,Jerrick Reed,S,Seahawks,4014800,1003700,174800,43700,4.4,S,82
1544,D.J. Davidson,IDL,Giants,4014120,1003530,354120,88530,8.8,IDL,104
1545,Malaesala Aumavae-Laulu,RT,Ravens,4013192,1003298,173192,43298,4.3,OT,46
1546,Scott Matlock,IDL,Chargers,4012292,1003073,172292,43073,4.3,IDL,105
1547,Zayne Anderson,S,Bills,2005000,1002500,10000,5000,0.5,S,148
1548,Jarrett Patterson,C,Texans,4009976,1002494,169976,42494,4.2,IOL,36
1549,Christian Braswell,CB,Jaguars,4007596,1001899,167596,41899,4.2,CB,121
1550,Khalil Shakir,WR,Bills,4007152,1001788,347152,86788,8.7,WR,130
1551,Charlie Heck,RT,Texans,4005704,1001426,710704,177676,17.7,OT,47
1552,Amari Burney,S,Raiders,4005116,1001279,165116,41279,4.1,S,83
1553,Jarrick Bernard-Converse,CB,Jets,4004384,1001096,164384,41096,4.1,CB,122
1554,Xavier Hutchinson,WR,Texans,4003700,1000925,163700,40925,4.1,WR,131
1555,K'Von Wallace,S,Eagles,4001112,1000278,706112,176528,17.6,S,84
1556,Andrei Iosivas,WR,Bengals,3999392,999848,159392,39848,4.0,WR,134
1557,Cole Turner,TE,Commanders,3998880,999720,338880,84720,8.5,TE,66
1558,Anders Carlson,K,Packers,3996776,999194,156776,39194,3.9,K,24
1559,Thomas Booker,IDL,Texans,3996408,999102,336408,84102,8.4,IDL,107
1560,Gabriel Davis,WR,Bills,3994372,998593,699372,174843,17.5,WR,135
1561,Erick Hallett,CB,Jaguars,3994208,998552,154208,38552,3.9,CB,124
1562,Tyler Allgeier,RB,Falcons,3993888,998472,333888,83472,8.4,RB,68
1563,Delarrin Turner-Yell,S,Broncos,3993048,998262,333048,83262,8.3,S,86
1564,Tariq Woolen,CB,Seahawks,3992216,998054,332216,83054,8.3,CB,125
1565,Lachavious Simmons,RG,Cardinals,1995000,997500,0,0,0.0,IOL,57
1566,Jalen Camp,WR,Texans,1995000,997500,0,0,0.0,WR,219
1567,Ka'dar Hollman,CB,Texans,1995000,997500,0,0,0.0,CB,213
1568,Tristan Vizcaino,K,Cowboys,1995000,997500,0,0,0.0,K,38
1569,Richard LeCounte,S,Rams,1995000,997500,0,0,0.0,S,150
1570,Yasir Durant,LT,Saints,1995000,997500,0,0,0.0,OT,73
1571,Tre Hawkins,CB,Giants,3989520,997380,149520,37380,3.7,CB,126
1572,Snoop Conner,RB,Jaguars,3986268,996567,326268,81567,8.2,RB,69
1573,James Lynch,IDL,Vikings,3985992,996498,690992,172748,17.3,IDL,108
1574,Matt Waletzko,RT,Cowboys,3983492,995873,323492,80873,8.1,OT,48
1575,Jerome Ford,RB,Browns,3982148,995537,322148,80537,8.1,RB,70
1576,Zyon McCollum,CB,Buccaneers,3981732,995433,321732,80433,8.1,CB,127
1577,Tyreke Smith,EDGE,Seahawks,3980972,995243,320972,80243,8.1,EDGE,124
1578,Eric Johnson,IDL,Colts,3980740,995185,320740,80185,8.1,IDL,109
1579,Josh Ball,LT,Cowboys,3979344,994836,499344,124836,12.5,OT,52
1580,D'Ante Smith,RT,Bengals,3979344,994836,499344,124836,12.5,OT,49
1581,Royce Newman,RG,Packers,3979344,994836,499344,124836,12.5,IOL,37
1582,Joshua Kaindoh,EDGE,Chiefs,3979344,994836,499344,124836,12.5,EDGE,125
1583,Rashard Lawrence,IDL,Cardinals,3979084,994771,684084,171021,17.2,IDL,110
1584,Otito Ogbonnia,IDL,Chargers,3978888,994722,318888,79722,8.0,IDL,111
1585,D'Marco Jackson,LB,Saints,3976916,994229,316916,79229,8.0,LB,92
1586,Montrell Washington,WR,Broncos,3974188,993547,314188,78547,7.9,WR,136
1587,Troy Dye,LB,Vikings,3973572,993393,678572,169643,17.1,LB,93
1588,Dante Stills,IDL,Cardinals,3973332,993333,133332,33333,3.4,IDL,112
1589,Brad Robbins,P,Bengals,3973332,993333,133332,33333,3.4,P,19
1590,Dee Winters,LB,49ers,3973332,993333,133332,33333,3.4,LB,94
1591,Zach Evans,RB,Rams,3973332,993333,133332,33333,3.4,RB,71
1592,Ameer Speed,CB,Patriots,3973332,993333,133332,33333,3.4,CB,128
1593,Deuce Vaughn,RB,Cowboys,3973332,993333,133332,33333,3.4,RB,71
1594,Titus Leo,EDGE,Colts,3973332,993333,133332,33333,3.4,EDGE,126
1595,Demario Douglas,WR,Patriots,3973332,993333,133332,33333,3.4,WR,137
1596,Kyle Philips,WR,Titans,3973328,993332,313328,78332,7.9,WR,138
1597,Kyren Williams,RB,Rams,3970408,992602,310408,77602,7.8,RB,73
1598,Esezi Otomewo,EDGE,Vikings,3969048,992262,309048,77262,7.8,EDGE,127
1599,Tycen Anderson,S,Bengals,3966084,991521,306084,76521,7.7,S,87
1600,Colby Parkinson,TE,Seahawks,3965440,991360,670440,167610,16.9,TE,67
1601,DaRon Bland,CB,Cowboys,3964788,991197,304788,76197,7.7,CB,129
1602,Jaylinn Hawkins,S,Falcons,3961912,990478,666912,166728,16.8,S,88
1603,Corliss Waitman,P,Patriots,990000,990000,25000,25000,2.5,P,35
1604,Braxton Jones,LT,Bears,3959548,989887,299548,74887,7.6,OT,53
1605,Ty Chandler,RB,Vikings,3958844,989711,298844,74711,7.5,RB,74
1606,Travis Bell,IDL,Bears,3957140,989285,117140,29285,3.0,IDL,113
1607,Antoine Green,WR,Lions,3956760,989190,116760,29190,3.0,WR,139
1608,Teagan Quitoriano,TE,Texans,3956148,989037,296148,74037,7.5,TE,68
1609,Zack Kuntz,TE,Jets,3954388,988597,114388,28597,2.9,TE,69
1610,Kevin Dotson,LG,Steelers,3953812,988453,658812,164703,16.7,IOL,35
